-52408.26204	66345.70396	6.506223	341433.5	
-52408.72115	66344.72368	6.506751	341433.6	
-52409.17505	66343.75262	6.507511	341433.7	
-52409.62372	66342.79385	6.507684	341433.8	
-52410.06717	66341.84738	6.508721	341433.9	
-52410.50799	66340.91013	6.508517	341434	
-52410.94103	66339.98209	6.508721	341434.1	
-52411.37141	66339.06943	6.50966	341434.2	
-52411.794	66338.16597	6.510397	341434.3	
-52412.20879	66337.2748	6.508452	341434.4	
-52412.62091	66336.39901	6.508164	341434.5	
-52413.02524	66335.53551	6.507529	341434.6	
-52413.42175	66334.68737	6.506305	341434.7	
-52413.81561	66333.85153	6.505624	341434.8	
-52414.20166	66333.03106	6.506525	341434.9	
-52414.5773	66332.22593	6.507122	341435	
-52414.95029	66331.4362	6.507101	341435.1	
-52415.31286	66330.66489	6.504779	341435.2	
-52415.67021	66329.90588	6.505426	341435.3	
-52416.01974	66329.16223	6.506415	341435.4	
-52416.36146	66328.43394	6.507475	341435.5	
-52416.69535	66327.72101	6.507619	341435.6	
-52417.02143	66327.02344	6.50851	341435.7	
-52417.33965	66326.3474	6.508767	341435.8	
-52417.65262	66325.68981	6.509828	341435.9	
-52417.95519	66325.04757	6.508166	341436	
-52418.24993	66324.42377	6.506865	341436.1	
-52418.53942	66323.81535	6.509133	341436.2	
-52418.82107	66323.22845	6.510941	341436.3	
-52419.09489	66322.65691	6.511454	341436.4	
-52419.35571	66322.10687	6.512126	341436.5	
-52419.61129	66321.5722	6.512957	341436.6	
-52419.85389	66321.05286	6.512862	341436.7	
-52420.09122	66320.55507	6.511674	341436.8	
-52420.31814	66320.0757	6.508814	341436.9	
-52420.53722	66319.61477	6.50682	341437	
-52420.75104	66319.1723	6.505756	341437.1	
-52420.95447	66318.74517	6.505291	341437.2	
-52421.15006	66318.33649	6.504289	341437.3	
-52421.33268	66317.94314	6.502269	341437.4	
-52421.51004	66317.56825	6.502014	341437.5	
-52421.67957	66317.2118	6.50475	341437.6	
-52421.84128	66316.87071	6.506602	341437.7	
-52421.99773	66316.54808	6.506219	341437.8	
-52422.14376	66316.24387	6.504188	341437.9	
-52422.27939	66315.9581	6.503148	341438	
-52422.40719	66315.68768	6.500802	341438.1	
-52422.52718	66315.43263	6.49675	341438.2	
-52422.63935	66315.19294	6.493562	341438.3	
-52422.74628	66314.96862	6.492946	341438.4	
-52422.84539	66314.75967	6.492773	341438.5	
-52422.93668	66314.56607	6.492523	341438.6	
-52423.02014	66314.39092	6.491169	341438.7	
-52423.09836	66314.23115	6.488786	341438.8	
-52423.16875	66314.08673	6.486645	341438.9	
-52423.23135	66313.9546	6.485205	341439	
-52423.28873	66313.83476	6.482765	341439.1	
-52423.33828	66313.73028	6.482832	341439.2	
-52423.38263	66313.63502	6.481374	341439.3	
-52423.41916	66313.55512	6.480045	341439.4	
-52423.45304	66313.48752	6.480271	341439.5	
-52423.47913	66313.43221	6.48029	341439.6	
-52423.49999	66313.38919	6.480764	341439.7	
-52423.51306	66313.35538	6.480789	341439.8	
-52423.52348	66313.33695	6.480397	341439.9	
-52423.52867	66313.33081	6.479424	341440	
-52423.52609	66313.3308	6.478316	341440.1	
-52423.52346	66313.34003	6.47822	341440.2	
-52423.51825	66313.34924	6.479248	341440.3	
-52423.51566	66313.35231	6.480229	341440.4	
-52423.51566	66313.35231	6.480373	341440.5	
-52423.51566	66313.35231	6.47979	341440.6	
-52423.51566	66313.35231	6.479018	341440.7	
-52423.51566	66313.35231	6.478957	341440.8	
-52423.51566	66313.35231	6.480012	341440.9	
-52423.51566	66313.35231	6.480768	341441	
-52423.51566	66313.35231	6.48143	341441.1	
-52423.51566	66313.35231	6.480872	341441.2	
-52423.51827	66313.34616	6.480713	341441.3	
-52423.52348	66313.33695	6.481053	341441.4	
-52423.5287	66313.32465	6.482475	341441.5	
-52423.53394	66313.30928	6.484137	341441.6	
-52423.54176	66313.29392	6.48577	341441.7	
-52423.55219	66313.27241	6.486645	341441.8	
-52423.56264	66313.24782	6.48768	341441.9	
-52423.57568	66313.22016	6.488567	341442	
-52423.58872	66313.19251	6.489866	341442.1	
-52423.60437	66313.1587	6.490843	341442.2	
-52423.62003	66313.1249	6.493103	341442.3	
-52423.6357	66313.08801	6.495021	341442.4	
-52423.65396	66313.04806	6.496158	341442.5	
-52423.67482	66313.00505	6.49631	341442.6	
-52423.69568	66312.96203	6.49723	341442.7	
-52423.71656	66312.91593	6.498774	341442.8	
-52423.74003	66312.86676	6.501765	341442.9	
-52423.76352	66312.81452	6.502968	341443	
-52423.78959	66312.76229	6.504219	341443.1	
-52423.81567	66312.70697	6.506831	341443.2	
-52423.84177	66312.64858	6.508322	341443.3	
-52423.87045	66312.5902	6.509238	341443.4	
-52423.90172	66312.52876	6.510334	341443.5	
-52423.93301	66312.46423	6.510417	341443.6	
-52423.96432	66312.39662	6.511549	341443.7	
-52423.99822	66312.32595	6.513021	341443.8	
-52424.03214	66312.25219	6.513473	341443.9	
-52424.06865	66312.17537	6.513264	341444	
-52424.10776	66312.09549	6.513225	341444.1	
-52424.14429	66312.01558	6.513202	341444.2	
-52424.18342	66311.93261	6.513505	341444.3	
-52424.22256	66311.84657	6.513977	341444.4	
-52424.2643	66311.75745	6.513703	341444.5	
-52424.30605	66311.66525	6.513472	341444.6	
-52424.35038	66311.57307	6.513354	341444.7	
-52424.39733	66311.47474	6.513181	341444.8	
-52424.44686	66311.37334	6.512105	341444.9	
-52424.49642	66311.26887	6.510594	341445	
-52424.54859	66311.15824	6.508905	341445.1	
-52424.60335	66311.04455	6.507425	341445.2	
-52424.66074	66310.92163	6.505729	341445.3	
-52424.72074	66310.79256	6.504618	341445.4	
-52424.78593	66310.65736	6.5028	341445.5	
-52424.85116	66310.516	6.501596	341445.6	
-52424.92161	66310.36234	6.499782	341445.7	
-52424.99725	66310.20255	6.498941	341445.8	
-52425.07551	66310.03354	6.499084	341445.9	
-52425.15897	66309.85838	6.499064	341446	
-52425.24765	66309.67094	6.498699	341446.1	
-52425.34154	66309.47428	6.498352	341446.2	
-52425.43805	66309.26839	6.500311	341446.3	
-52425.5372	66309.05327	6.502751	341446.4	
-52425.63897	66308.82893	6.50472	341446.5	
-52425.74597	66308.59229	6.504	341446.6	
-52425.85814	66308.3526	6.503224	341446.7	
-52425.97034	66308.10674	6.504087	341446.8	
-52426.08512	66307.86091	6.505021	341446.9	
-52426.1999	66307.61507	6.50518	341447	
-52426.31211	66307.36921	6.505008	341447.1	
-52426.42429	66307.12644	6.503138	341447.2	
-52426.53649	66306.88059	6.501269	341447.3	
-52426.65389	66306.6286	6.497814	341447.4	
-52426.77389	66306.37047	6.496086	341447.5	
-52426.8991	66306.10312	6.494802	341447.6	
-52427.02693	66305.82962	6.493252	341447.7	
-52427.15997	66305.54383	6.489936	341447.8	
-52427.29309	66305.24572	6.487454	341447.9	
-52427.43398	66304.93841	6.485365	341448	
-52427.58011	66304.6188	6.484064	341448.1	
-52427.73403	66304.28691	6.483348	341448.2	
-52427.89577	66303.93966	6.483555	341448.3	
-52428.06531	66303.58013	6.483621	341448.4	
-52428.23752	66303.20521	6.482869	341448.5	
-52428.41753	66302.81801	6.482375	341448.6	
-52428.60277	66302.41543	6.482988	341448.7	
-52428.79584	66301.99749	6.483584	341448.8	
-52428.99411	66301.57034	6.484746	341448.9	
-52429.20018	66301.13091	6.485362	341449	
-52429.40892	66300.67609	6.484747	341449.1	
-52429.62286	66300.21205	6.48451	341449.2	
-52429.84203	66299.73572	6.48441	341449.3	
-52430.06898	66299.25019	6.484645	341449.4	
-52430.30115	66298.75236	6.485218	341449.5	
-52430.53855	66298.24224	6.486111	341449.6	
-52430.78117	66297.71983	6.485818	341449.7	
-52431.029	66297.1882	6.4862	341449.8	
-52431.28207	66296.64119	6.489267	341449.9	
-52431.54034	66296.08497	6.493164	341450	
-52431.80382	66295.51954	6.494705	341450.1	
-52432.07253	66294.94181	6.493107	341450.2	
-52432.34644	66294.35487	6.49236	341450.3	
-52432.62558	66293.75564	6.490128	341450.4	
-52432.90736	66293.14409	6.488285	341450.5	
-52433.19434	66292.52333	6.485962	341450.6	
-52433.48396	66291.89334	6.483499	341450.7	
-52433.7788	66291.25106	6.478991	341450.8	
-52434.07628	66290.59647	6.474196	341450.9	
-52434.37897	66289.93267	6.469784	341451	
-52434.68687	66289.25965	6.467005	341451.1	
-52434.99484	66288.5743	6.464102	341451.2	
-52435.30543	66287.87973	6.460773	341451.3	
-52435.62125	66287.17287	6.457108	341451.4	
-52435.93713	66286.45368	6.454958	341451.5	
-52436.25822	66285.72528	6.453563	341451.6	
-52436.57938	66284.98456	6.452359	341451.7	
-52436.90317	66284.2346	6.45183	341451.8	
-52437.23216	66283.47544	6.449936	341451.9	
-52437.56121	66282.70703	6.449257	341452	
-52437.8929	66281.92631	6.448717	341452.1	
-52438.22723	66281.13328	6.447996	341452.2	
-52438.56419	66280.33103	6.448531	341452.3	
-52438.89863	66279.51952	6.446857	341452.4	
-52439.23571	66278.6957	6.4445	341452.5	
-52439.57541	66277.86573	6.442197	341452.6	
-52439.91774	66277.02345	6.440523	341452.7	
-52440.25755	66276.17192	6.439056	341452.8	
-52440.60257	66275.31118	6.4385	341452.9	
-52440.95024	66274.43812	6.438694	341453	
-52441.30051	66273.55892	6.438142	341453.1	
-52441.6534	66272.67357	6.436827	341453.2	
-52442.01151	66271.77592	6.436596	341453.3	
-52442.37481	66270.87215	6.43668	341453.4	
-52442.74333	66269.95607	6.437003	341453.5	
-52443.11703	66269.03695	6.437318	341453.6	
-52443.49079	66268.1055	6.437439	341453.7	
-52443.86975	66267.16792	6.437293	341453.8	
-52444.25391	66266.22112	6.434951	341453.9	
-52444.6407	66265.2651	6.432186	341454	
-52445.03266	66264.30603	6.430435	341454.1	
-52445.42983	66263.33774	6.427834	341454.2	
-52445.8322	66262.36023	6.424773	341454.3	
-52446.23979	66261.37351	6.423571	341454.4	
-52446.64998	66260.38065	6.421626	341454.5	
-52447.06537	66259.38165	6.420371	341454.6	
-52447.48852	66258.37653	6.419472	341454.7	
-52447.91428	66257.36527	6.417675	341454.8	
-52448.34783	66256.3448	6.418479	341454.9	
-52448.78657	66255.3182	6.419688	341455	
-52449.2305	66254.28547	6.420694	341455.1	
-52449.6822	66253.24662	6.422356	341455.2	
-52450.13652	66252.19854	6.421914	341455.3	
-52450.59604	66251.14433	6.419855	341455.4	
-52451.06075	66250.08398	6.418726	341455.5	
-52451.52808	66249.01441	6.417606	341455.6	
-52451.99803	66247.93869	6.416477	341455.7	
-52452.46799	66246.85988	6.414107	341455.8	
-52452.94058	66245.77185	6.409014	341455.9	
-52453.41579	66244.67768	6.40473	341456	
-52453.89618	66243.57737	6.402495	341456.1	
-52454.38176	66242.47092	6.399947	341456.2	
-52454.86736	66241.3614	6.396376	341456.3	
-52455.36075	66240.24267	6.393554	341456.4	
-52455.85417	66239.11779	6.392101	341456.5	
-52456.35276	66237.98985	6.390872	341456.6	
-52456.85139	66236.85575	6.390341	341456.7	
-52457.35261	66235.71858	6.390375	341456.8	
-52457.85902	66234.57528	6.391312	341456.9	
-52458.36804	66233.42584	6.392425	341457	
