1
scene_T_1-pole00004,6.3584344e+04,-5.2962270e+04,6.6910000e+00,1.2000000e-02,-1.3000000e-02,1.0000000e+00,3.3000000e-02,4.7610002e+00,0.0000000e+00,18
scene_T_1-pole00003,6.3595328e+04,-5.2969691e+04,7.0310001e+00,-6.0000001e-03,0.0000000e+00,1.0000000e+00,1.2500000e-01,1.3930000e+01,0.0000000e+00,18
scene_T_1-pole00000,6.3624477e+04,-5.2988918e+04,7.0190001e+00,3.0000000e-03,-8.9999996e-03,1.0000000e+00,1.4300001e-01,1.2421000e+01,0.0000000e+00,18
